suicide_rate_rank,country,Region,year,sex,age,population,suicides_per_100k,next_stat_100k,nextstat_per_100k_diff,annual_gdp($),generation,Happiness Score,gdp_per_capita,life_expectancy,Freedom,trust_factor,dystopia_residual
5,Mexico,Latin America and Caribbean,2015,male,55-74 years,6465941,9.03,4.26,4.77,"1,169,622,672,463",Boomers,7.187,1.02054,0.81444,0.48181,0.21312,3.60214
6,Mexico,Latin America and Caribbean,2015,female,15-24 years,11354811,4.26,2.65,1.6099999999999999,"1,169,622,672,463",Millenials,7.187,1.02054,0.81444,0.48181,0.21312,3.60214
7,Mexico,Latin America and Caribbean,2015,female,25-34 years,10079012,2.65,1.9,0.75,"1,169,622,672,463",Millenials,7.187,1.02054,0.81444,0.48181,0.21312,3.60214
8,Mexico,Latin America and Caribbean,2015,female,35-54 years,15940497,1.9,1.25,0.6499999999999999,"1,169,622,672,463",Generation X,7.187,1.02054,0.81444,0.48181,0.21312,3.60214
9,Mexico,Latin America and Caribbean,2015,female,55-74 years,7021916,1.25,1.16,0.09000000000000008,"1,169,622,672,463",Boomers,7.187,1.02054,0.81444,0.48181,0.21312,3.60214
10,Mexico,Latin America and Caribbean,2015,male,5-14 years,11790898,1.16,0.84,0.31999999999999995,"1,169,622,672,463",Generation Z,7.187,1.02054,0.81444,0.48181,0.21312,3.60214
11,Mexico,Latin America and Caribbean,2015,female,5-14 years,11261292,0.84,0.57,0.27,"1,169,622,672,463",Generation Z,7.187,1.02054,0.81444,0.48181,0.21312,3.60214
12,Mexico,Latin America and Caribbean,2015,female,75+ years,1915217,0.57,0,0.57,"1,169,622,672,463",Silent,7.187,1.02054,0.81444,0.48181,0.21312,3.60214
1,Mongolia,Eastern Asia,2016,male,25-34 years,290660,43.69,33.81,9.879999999999995,"11,183,458,131",Millenials,4.907,0.98853,0.55469,0.35972,0.03285,1.53586
2,Mongolia,Eastern Asia,2016,male,35-54 years,375631,33.81,33.62,0.19000000000000483,"11,183,458,131",Generation X,4.907,0.98853,0.55469,0.35972,0.03285,1.53586
3,Mongolia,Eastern Asia,2016,male,15-24 years,252851,33.62,25.54,8.079999999999998,"11,183,458,131",Millenials,4.907,0.98853,0.55469,0.35972,0.03285,1.53586
4,Mongolia,Eastern Asia,2016,male,55-74 years,113527,25.54,19.55,5.989999999999998,"11,183,458,131",Boomers,4.907,0.98853,0.55469,0.35972,0.03285,1.53586
5,Mongolia,Eastern Asia,2016,male,75+ years,15349,19.55,11.4,8.15,"11,183,458,131",Silent,4.907,0.98853,0.55469,0.35972,0.03285,1.53586
6,Mongolia,Eastern Asia,2016,female,75+ years,26305,11.4,7.29,4.11,"11,183,458,131",Silent,4.907,0.98853,0.55469,0.35972,0.03285,1.53586
7,Mongolia,Eastern Asia,2016,female,15-24 years,246805,7.29,5.13,2.16,"11,183,458,131",Millenials,4.907,0.98853,0.55469,0.35972,0.03285,1.53586
8,Mongolia,Eastern Asia,2016,female,25-34 years,292237,5.13,3.69,1.44,"11,183,458,131",Millenials,4.907,0.98853,0.55469,0.35972,0.03285,1.53586
9,Mongolia,Eastern Asia,2016,female,35-54 years,406028,3.69,0.67,3.02,"11,183,458,131",Generation X,4.907,0.98853,0.55469,0.35972,0.03285,1.53586
10,Mongolia,Eastern Asia,2016,female,55-74 years,148196,0.67,0,0.67,"11,183,458,131",Boomers,4.907,0.98853,0.55469,0.35972,0.03285,1.53586
1,Netherlands,Western Europe,2015,male,75+ years,523197,24.66,22.72,1.9400000000000013,"757,999,453,314",Silent,7.378,1.32944,0.89284,0.61576,0.31814,2.4657
2,Netherlands,Western Europe,2016,male,75+ years,541327,22.72,21.75,0.9699999999999989,"777,227,541,581",Silent,7.339,1.46468,0.81231,0.55211,0.29927,2.70749
3,Netherlands,Western Europe,2016,male,55-74 years,2004642,21.75,21.26,0.48999999999999844,"777,227,541,581",Boomers,7.339,1.46468,0.81231,0.55211,0.29927,2.70749
4,Netherlands,Western Europe,2015,male,55-74 years,1966083,21.26,21.12,0.14000000000000057,"757,999,453,314",Boomers,7.378,1.32944,0.89284,0.61576,0.31814,2.4657
5,Netherlands,Western Europe,2015,male,35-54 years,2362263,21.12,20.41,0.7100000000000009,"757,999,453,314",Generation X,7.378,1.32944,0.89284,0.61576,0.31814,2.4657
6,Netherlands,Western Europe,2016,male,35-54 years,2341693,20.41,14.97,5.4399999999999995,"777,227,541,581",Generation X,7.339,1.46468,0.81231,0.55211,0.29927,2.70749
7,Netherlands,Western Europe,2016,male,25-34 years,1061905,14.97,13.97,1.0,"777,227,541,581",Millenials,7.339,1.46468,0.81231,0.55211,0.29927,2.70749
8,Netherlands,Western Europe,2015,male,25-34 years,1045012,13.97,11.14,2.83,"757,999,453,314",Millenials,7.378,1.32944,0.89284,0.61576,0.31814,2.4657
9,Netherlands,Western Europe,2016,female,75+ years,781301,11.14,11.01,0.13000000000000078,"777,227,541,581",Silent,7.339,1.46468,0.81231,0.55211,0.29927,2.70749
10,Netherlands,Western Europe,2015,female,55-74 years,1998082,11.01,10.26,0.75,"757,999,453,314",Boomers,7.378,1.32944,0.89284,0.61576,0.31814,2.4657
11,Netherlands,Western Europe,2016,female,55-74 years,2037375,10.26,9.29,0.9700000000000006,"777,227,541,581",Boomers,7.339,1.46468,0.81231,0.55211,0.29927,2.70749
12,Netherlands,Western Europe,2016,female,35-54 years,2334777,9.29,8.97,0.3199999999999985,"777,227,541,581",Generation X,7.339,1.46468,0.81231,0.55211,0.29927,2.70749
13,Netherlands,Western Europe,2015,female,35-54 years,2353550,8.97,8.41,0.5600000000000005,"757,999,453,314",Generation X,7.378,1.32944,0.89284,0.61576,0.31814,2.4657
14,Netherlands,Western Europe,2015,male,15-24 years,1058675,8.41,7.21,1.2000000000000002,"757,999,453,314",Millenials,7.378,1.32944,0.89284,0.61576,0.31814,2.4657
15,Netherlands,Western Europe,2016,male,15-24 years,1067719,7.21,7.14,0.07000000000000028,"777,227,541,581",Millenials,7.339,1.46468,0.81231,0.55211,0.29927,2.70749
16,Netherlands,Western Europe,2015,female,75+ years,770107,7.14,6.31,0.8300000000000001,"757,999,453,314",Silent,7.378,1.32944,0.89284,0.61576,0.31814,2.4657
17,Netherlands,Western Europe,2015,female,25-34 years,1030867,6.31,6.23,0.07999999999999918,"757,999,453,314",Millenials,7.378,1.32944,0.89284,0.61576,0.31814,2.4657
18,Netherlands,Western Europe,2016,female,25-34 years,1043372,6.23,3.41,2.8200000000000003,"777,227,541,581",Millenials,7.339,1.46468,0.81231,0.55211,0.29927,2.70749
19,Netherlands,Western Europe,2016,female,15-24 years,1025443,3.41,3.34,0.07000000000000028,"777,227,541,581",Millenials,7.339,1.46468,0.81231,0.55211,0.29927,2.70749
20,Netherlands,Western Europe,2015,female,15-24 years,1018674,3.34,0.64,2.6999999999999997,"757,999,453,314",Millenials,7.378,1.32944,0.89284,0.61576,0.31814,2.4657
21,Netherlands,Western Europe,2015,female,5-14 years,943082,0.64,0.1,0.54,"757,999,453,314",Generation Z,7.378,1.32944,0.89284,0.61576,0.31814,2.4657
22,Netherlands,Western Europe,2015,male,5-14 years,987750,0.1,0,0.1,"757,999,453,314",Generation Z,7.378,1.32944,0.89284,0.61576,0.31814,2.4657
1,Nicaragua,Latin America and Caribbean,2015,male,75+ years,56061,12.49,12.17,0.3200000000000003,"12,611,087,031",Silent,5.828,0.59325,0.74314,0.55475,0.19317,2.32407
2,Nicaragua,Latin America and Caribbean,2015,male,25-34 years,534310,12.17,11.1,1.0700000000000003,"12,611,087,031",Millenials,5.828,0.59325,0.74314,0.55475,0.19317,2.32407
3,Nicaragua,Latin America and Caribbean,2015,male,15-24 years,612707,11.1,11.05,0.049999999999998934,"12,611,087,031",Millenials,5.828,0.59325,0.74314,0.55475,0.19317,2.32407
4,Nicaragua,Latin America and Caribbean,2015,male,35-54 years,606317,11.05,7.18,3.870000000000001,"12,611,087,031",Generation X,5.828,0.59325,0.74314,0.55475,0.19317,2.32407
5,Nicaragua,Latin America and Caribbean,2015,male,55-74 years,250532,7.18,7.05,0.1299999999999999,"12,611,087,031",Boomers,5.828,0.59325,0.74314,0.55475,0.19317,2.32407
6,Nicaragua,Latin America and Caribbean,2015,female,15-24 years,581787,7.05,3.51,3.54,"12,611,087,031",Millenials,5.828,0.59325,0.74314,0.55475,0.19317,2.32407
7,Nicaragua,Latin America and Caribbean,2015,female,25-34 years,541679,3.51,2.02,1.4899999999999998,"12,611,087,031",Millenials,5.828,0.59325,0.74314,0.55475,0.19317,2.32407
8,Nicaragua,Latin America and Caribbean,2015,female,35-54 years,692648,2.02,1.32,0.7,"12,611,087,031",Generation X,5.828,0.59325,0.74314,0.55475,0.19317,2.32407
9,Nicaragua,Latin America and Caribbean,2015,female,55-74 years,303372,1.32,1.18,0.14000000000000012,"12,611,087,031",Boomers,5.828,0.59325,0.74314,0.55475,0.19317,2.32407
10,Nicaragua,Latin America and Caribbean,2015,female,5-14 years,592557,1.18,0.8,0.3799999999999999,"12,611,087,031",Generation Z,5.828,0.59325,0.74314,0.55475,0.19317,2.32407
11,Nicaragua,Latin America and Caribbean,2015,male,5-14 years,628588,0.8,0.0,0.8,"12,611,087,031",Generation Z,5.828,0.59325,0.74314,0.55475,0.19317,2.32407
12,Nicaragua,Latin America and Caribbean,2015,female,75+ years,75925,0.0,0,0.0,"12,611,087,031",Silent,5.828,0.59325,0.74314,0.55475,0.19317,2.32407
1,Norway,Western Europe,2015,male,55-74 years,544268,21.86,21.84,0.019999999999999574,"386,663,139,403",Boomers,7.522,1.459,0.88521,0.66973,0.36503,2.46531
2,Norway,Western Europe,2015,male,75+ years,146511,21.84,19.0,2.84,"386,663,139,403",Silent,7.522,1.459,0.88521,0.66973,0.36503,2.46531
3,Norway,Western Europe,2015,male,35-54 years,736827,19.0,17.71,1.2899999999999991,"386,663,139,403",Generation X,7.522,1.459,0.88521,0.66973,0.36503,2.46531
4,Norway,Western Europe,2015,male,25-34 years,361373,17.71,12.46,5.25,"386,663,139,403",Millenials,7.522,1.459,0.88521,0.66973,0.36503,2.46531
5,Norway,Western Europe,2015,male,15-24 years,345115,12.46,11.39,1.0700000000000003,"386,663,139,403",Millenials,7.522,1.459,0.88521,0.66973,0.36503,2.46531
6,Norway,Western Europe,2015,female,55-74 years,544131,11.39,8.99,2.4000000000000004,"386,663,139,403",Boomers,7.522,1.459,0.88521,0.66973,0.36503,2.46531
7,Norway,Western Europe,2015,female,25-34 years,344788,8.99,8.8,0.1899999999999995,"386,663,139,403",Millenials,7.522,1.459,0.88521,0.66973,0.36503,2.46531
8,Norway,Western Europe,2015,female,35-54 years,692881,8.8,7.88,0.9200000000000008,"386,663,139,403",Generation X,7.522,1.459,0.88521,0.66973,0.36503,2.46531
9,Norway,Western Europe,2015,female,75+ years,215829,7.88,5.23,2.6499999999999995,"386,663,139,403",Silent,7.522,1.459,0.88521,0.66973,0.36503,2.46531
10,Norway,Western Europe,2015,female,15-24 years,325007,5.23,0.65,4.58,"386,663,139,403",Millenials,7.522,1.459,0.88521,0.66973,0.36503,2.46531
11,Norway,Western Europe,2015,female,5-14 years,305804,0.65,0.62,0.030000000000000027,"386,663,139,403",Generation Z,7.522,1.459,0.88521,0.66973,0.36503,2.46531
12,Norway,Western Europe,2015,male,5-14 years,320375,0.62,0,0.62,"386,663,139,403",Generation Z,7.522,1.459,0.88521,0.66973,0.36503,2.46531
1,Panama,Latin America and Caribbean,2015,male,75+ years,56048,14.27,8.48,5.789999999999999,"54,315,722,500",Silent,6.786,1.06353,0.79661,0.5421,0.0927,2.84848
2,Panama,Latin America and Caribbean,2015,male,25-34 years,306724,8.48,6.11,2.37,"54,315,722,500",Millenials,6.786,1.06353,0.79661,0.5421,0.0927,2.84848
3,Panama,Latin America and Caribbean,2015,male,55-74 years,228981,6.11,5.24,0.8700000000000001,"54,315,722,500",Boomers,6.786,1.06353,0.79661,0.5421,0.0927,2.84848
4,Panama,Latin America and Caribbean,2015,male,35-54 years,495960,5.24,4.73,0.5099999999999998,"54,315,722,500",Generation X,6.786,1.06353,0.79661,0.5421,0.0927,2.84848
5,Panama,Latin America and Caribbean,2015,male,15-24 years,338328,4.73,2.44,2.2900000000000005,"54,315,722,500",Millenials,6.786,1.06353,0.79661,0.5421,0.0927,2.84848
6,Panama,Latin America and Caribbean,2015,female,15-24 years,328479,2.44,1.33,1.1099999999999999,"54,315,722,500",Millenials,6.786,1.06353,0.79661,0.5421,0.0927,2.84848
7,Panama,Latin America and Caribbean,2015,female,25-34 years,300748,1.33,1.23,0.10000000000000009,"54,315,722,500",Millenials,6.786,1.06353,0.79661,0.5421,0.0927,2.84848
8,Panama,Latin America and Caribbean,2015,female,55-74 years,243511,1.23,0.8,0.42999999999999994,"54,315,722,500",Boomers,6.786,1.06353,0.79661,0.5421,0.0927,2.84848
9,Panama,Latin America and Caribbean,2015,female,35-54 years,496986,0.8,0.27,0.53,"54,315,722,500",Generation X,6.786,1.06353,0.79661,0.5421,0.0927,2.84848
10,Panama,Latin America and Caribbean,2015,male,5-14 years,367146,0.27,0.0,0.27,"54,315,722,500",Generation Z,6.786,1.06353,0.79661,0.5421,0.0927,2.84848
11,Panama,Latin America and Caribbean,2015,female,5-14 years,352852,0.0,0,0.0,"54,315,722,500",Generation Z,6.786,1.06353,0.79661,0.5421,0.0927,2.84848
11,Panama,Latin America and Caribbean,2015,female,75+ years,67619,0.0,0.0,0.0,"54,315,722,500",Silent,6.786,1.06353,0.79661,0.5421,0.0927,2.84848
1,Poland,Central and Eastern Europe,2015,male,55-74 years,4043381,37.69,32.05,5.640000000000001,"477,355,617,456",Boomers,5.791,1.12555,0.77903,0.53122,0.04212,1.86565
2,Poland,Central and Eastern Europe,2015,male,35-54 years,5194280,32.05,31.92,0.12999999999999545,"477,355,617,456",Generation X,5.791,1.12555,0.77903,0.53122,0.04212,1.86565
3,Poland,Central and Eastern Europe,2015,male,75+ years,902310,31.92,25.24,6.680000000000003,"477,355,617,456",Silent,5.791,1.12555,0.77903,0.53122,0.04212,1.86565
4,Poland,Central and Eastern Europe,2015,male,25-34 years,3043082,25.24,19.35,5.889999999999997,"477,355,617,456",Millenials,5.791,1.12555,0.77903,0.53122,0.04212,1.86565
5,Poland,Central and Eastern Europe,2015,male,15-24 years,2274111,19.35,5.25,14.100000000000001,"477,355,617,456",Millenials,5.791,1.12555,0.77903,0.53122,0.04212,1.86565
6,Poland,Central and Eastern Europe,2015,female,55-74 years,4778252,5.25,4.98,0.2699999999999996,"477,355,617,456",Boomers,5.791,1.12555,0.77903,0.53122,0.04212,1.86565
7,Poland,Central and Eastern Europe,2015,female,35-54 years,5143247,4.98,4.3,0.6800000000000006,"477,355,617,456",Generation X,5.791,1.12555,0.77903,0.53122,0.04212,1.86565
8,Poland,Central and Eastern Europe,2015,female,75+ years,1790695,4.3,2.8,1.5,"477,355,617,456",Silent,5.791,1.12555,0.77903,0.53122,0.04212,1.86565
9,Poland,Central and Eastern Europe,2015,female,15-24 years,2176442,2.8,2.42,0.3799999999999999,"477,355,617,456",Millenials,5.791,1.12555,0.77903,0.53122,0.04212,1.86565
10,Poland,Central and Eastern Europe,2015,female,25-34 years,2931931,2.42,0.61,1.81,"477,355,617,456",Millenials,5.791,1.12555,0.77903,0.53122,0.04212,1.86565
11,Poland,Central and Eastern Europe,2015,male,5-14 years,1953588,0.61,0.38,0.22999999999999998,"477,355,617,456",Generation Z,5.791,1.12555,0.77903,0.53122,0.04212,1.86565
12,Poland,Central and Eastern Europe,2015,female,5-14 years,1855256,0.38,0,0.38,"477,355,617,456",Generation Z,5.791,1.12555,0.77903,0.53122,0.04212,1.86565
1,Qatar,Middle East and Northern Africa,2015,male,15-24 years,277494,4.68,4.43,0.25,"164,641,483,516",Millenials,6.611,1.69042,0.79733,0.6404,0.52208,1.55674
2,Qatar,Middle East and Northern Africa,2016,male,15-24 years,293525,4.43,4.0,0.4299999999999997,"152,451,923,077",Millenials,6.375,1.82427,0.71723,0.56679,0.48049,1.58224
3,Qatar,Middle East and Northern Africa,2016,male,35-54 years,675747,4.0,3.53,0.4700000000000002,"152,451,923,077",Generation X,6.375,1.82427,0.71723,0.56679,0.48049,1.58224
4,Qatar,Middle East and Northern Africa,2015,male,35-54 years,651297,3.53,3.11,0.41999999999999993,"164,641,483,516",Generation X,6.611,1.69042,0.79733,0.6404,0.52208,1.55674
5,Qatar,Middle East and Northern Africa,2016,male,25-34 years,676108,3.11,2.97,0.13999999999999968,"152,451,923,077",Millenials,6.375,1.82427,0.71723,0.56679,0.48049,1.58224
6,Qatar,Middle East and Northern Africa,2015,male,25-34 years,672458,2.97,2.95,0.020000000000000018,"164,641,483,516",Millenials,6.611,1.69042,0.79733,0.6404,0.52208,1.55674
7,Qatar,Middle East and Northern Africa,2015,female,35-54 years,169638,2.95,2.35,0.6000000000000001,"164,641,483,516",Generation X,6.611,1.69042,0.79733,0.6404,0.52208,1.55674
8,Qatar,Middle East and Northern Africa,2015,female,15-24 years,85120,2.35,2.01,0.3400000000000003,"164,641,483,516",Millenials,6.611,1.69042,0.79733,0.6404,0.52208,1.55674
9,Qatar,Middle East and Northern Africa,2016,male,55-74 years,99266,2.01,1.67,0.33999999999999986,"152,451,923,077",Boomers,6.375,1.82427,0.71723,0.56679,0.48049,1.58224
10,Qatar,Middle East and Northern Africa,2016,female,35-54 years,179374,1.67,1.23,0.43999999999999995,"152,451,923,077",Generation X,6.375,1.82427,0.71723,0.56679,0.48049,1.58224
11,Qatar,Middle East and Northern Africa,2015,female,25-34 years,162310,1.23,1.21,0.020000000000000018,"164,641,483,516",Millenials,6.611,1.69042,0.79733,0.6404,0.52208,1.55674
12,Qatar,Middle East and Northern Africa,2016,female,25-34 years,164901,1.21,1.13,0.08000000000000007,"152,451,923,077",Millenials,6.375,1.82427,0.71723,0.56679,0.48049,1.58224
13,Qatar,Middle East and Northern Africa,2015,male,55-74 years,88140,1.13,0.0,1.13,"164,641,483,516",Boomers,6.611,1.69042,0.79733,0.6404,0.52208,1.55674
14,Qatar,Middle East and Northern Africa,2015,female,5-14 years,104727,0.0,0,0.0,"164,641,483,516",Generation Z,6.611,1.69042,0.79733,0.6404,0.52208,1.55674
14,Qatar,Middle East and Northern Africa,2015,female,55-74 years,23389,0.0,0.0,0.0,"164,641,483,516",Boomers,6.611,1.69042,0.79733,0.6404,0.52208,1.55674
14,Qatar,Middle East and Northern Africa,2015,female,75+ years,2996,0.0,0.0,0.0,"164,641,483,516",Silent,6.611,1.69042,0.79733,0.6404,0.52208,1.55674
14,Qatar,Middle East and Northern Africa,2015,male,5-14 years,110987,0.0,0.0,0.0,"164,641,483,516",Generation Z,6.611,1.69042,0.79733,0.6404,0.52208,1.55674
14,Qatar,Middle East and Northern Africa,2015,male,75+ years,5591,0.0,0.0,0.0,"164,641,483,516",Silent,6.611,1.69042,0.79733,0.6404,0.52208,1.55674
14,Qatar,Middle East and Northern Africa,2016,female,15-24 years,88675,0.0,0.0,0.0,"152,451,923,077",Millenials,6.375,1.82427,0.71723,0.56679,0.48049,1.58224
14,Qatar,Middle East and Northern Africa,2016,female,55-74 years,26182,0.0,0.0,0.0,"152,451,923,077",Boomers,6.375,1.82427,0.71723,0.56679,0.48049,1.58224
14,Qatar,Middle East and Northern Africa,2016,female,75+ years,3250,0.0,0.0,0.0,"152,451,923,077",Silent,6.375,1.82427,0.71723,0.56679,0.48049,1.58224
14,Qatar,Middle East and Northern Africa,2016,male,75+ years,6093,0.0,0.0,0.0,"152,451,923,077",Silent,6.375,1.82427,0.71723,0.56679,0.48049,1.58224
1,Romania,Central and Eastern Europe,2015,male,75+ years,578683,32.66,30.54,2.1199999999999974,"177,911,101,680",Silent,5.124,1.04345,0.7689,0.35068,0.00649,1.93129
2,Romania,Central and Eastern Europe,2015,male,55-74 years,2065830,30.54,29.73,0.8099999999999987,"177,911,101,680",Boomers,5.124,1.04345,0.7689,0.35068,0.00649,1.93129
3,Romania,Central and Eastern Europe,2016,male,55-74 years,2068747,29.73,29.49,0.240000000000002,"187,805,922,349",Boomers,5.528,1.1697,0.67602,0.36712,0.00679,2.45184
4,Romania,Central and Eastern Europe,2016,male,75+ years,579838,29.49,25.04,4.449999999999999,"187,805,922,349",Silent,5.528,1.1697,0.67602,0.36712,0.00679,2.45184
5,Romania,Central and Eastern Europe,2015,male,35-54 years,2931496,25.04,21.46,3.5799999999999983,"177,911,101,680",Generation X,5.124,1.04345,0.7689,0.35068,0.00649,1.93129
6,Romania,Central and Eastern Europe,2016,male,35-54 years,2945568,21.46,14.16,7.300000000000001,"187,805,922,349",Generation X,5.528,1.1697,0.67602,0.36712,0.00679,2.45184
7,Romania,Central and Eastern Europe,2015,male,25-34 years,1398510,14.16,10.92,3.24,"177,911,101,680",Millenials,5.124,1.04345,0.7689,0.35068,0.00649,1.93129
8,Romania,Central and Eastern Europe,2015,male,15-24 years,1126484,10.92,9.86,1.0600000000000005,"177,911,101,680",Millenials,5.124,1.04345,0.7689,0.35068,0.00649,1.93129
9,Romania,Central and Eastern Europe,2016,male,25-34 years,1359178,9.86,8.26,1.5999999999999996,"187,805,922,349",Millenials,5.528,1.1697,0.67602,0.36712,0.00679,2.45184
10,Romania,Central and Eastern Europe,2016,male,15-24 years,1101638,8.26,6.66,1.5999999999999996,"187,805,922,349",Millenials,5.528,1.1697,0.67602,0.36712,0.00679,2.45184
11,Romania,Central and Eastern Europe,2015,female,75+ years,991307,6.66,6.11,0.5499999999999998,"177,911,101,680",Silent,5.124,1.04345,0.7689,0.35068,0.00649,1.93129
12,Romania,Central and Eastern Europe,2016,female,75+ years,997868,6.11,5.23,0.8799999999999999,"187,805,922,349",Silent,5.528,1.1697,0.67602,0.36712,0.00679,2.45184
13,Romania,Central and Eastern Europe,2015,female,55-74 years,2467460,5.23,4.55,0.6800000000000006,"177,911,101,680",Boomers,5.124,1.04345,0.7689,0.35068,0.00649,1.93129
14,Romania,Central and Eastern Europe,2016,female,55-74 years,2462909,4.55,3.69,0.8599999999999999,"187,805,922,349",Boomers,5.528,1.1697,0.67602,0.36712,0.00679,2.45184
15,Romania,Central and Eastern Europe,2015,female,35-54 years,2818504,3.69,3.4,0.29000000000000004,"177,911,101,680",Generation X,5.124,1.04345,0.7689,0.35068,0.00649,1.93129
16,Romania,Central and Eastern Europe,2016,female,35-54 years,2823207,3.4,2.13,1.27,"187,805,922,349",Generation X,5.528,1.1697,0.67602,0.36712,0.00679,2.45184
17,Romania,Central and Eastern Europe,2016,female,25-34 years,1264645,2.13,1.84,0.2899999999999998,"187,805,922,349",Millenials,5.528,1.1697,0.67602,0.36712,0.00679,2.45184
18,Romania,Central and Eastern Europe,2015,female,25-34 years,1307443,1.84,1.41,0.43000000000000016,"177,911,101,680",Millenials,5.124,1.04345,0.7689,0.35068,0.00649,1.93129
19,Romania,Central and Eastern Europe,2015,female,15-24 years,1060311,1.41,1.34,0.06999999999999984,"177,911,101,680",Millenials,5.124,1.04345,0.7689,0.35068,0.00649,1.93129
20,Romania,Central and Eastern Europe,2016,female,15-24 years,1041307,1.34,1.01,0.33000000000000007,"187,805,922,349",Millenials,5.528,1.1697,0.67602,0.36712,0.00679,2.45184
21,Romania,Central and Eastern Europe,2015,male,5-14 years,1088177,1.01,0.39,0.62,"177,911,101,680",Generation Z,5.124,1.04345,0.7689,0.35068,0.00649,1.93129
22,Romania,Central and Eastern Europe,2015,female,5-14 years,1029722,0.39,0,0.39,"177,911,101,680",Generation Z,5.124,1.04345,0.7689,0.35068,0.00649,1.93129
1,Serbia,Central and Eastern Europe,2015,male,75+ years,228745,82.62,33.56,49.06,"37,160,332,465",Silent,5.123,0.92053,0.74836,0.20107,0.02617,2.025
2,Serbia,Central and Eastern Europe,2015,male,55-74 years,852168,33.56,22.63,10.930000000000003,"37,160,332,465",Boomers,5.123,0.92053,0.74836,0.20107,0.02617,2.025
3,Serbia,Central and Eastern Europe,2015,male,35-54 years,967544,22.63,21.89,0.7399999999999984,"37,160,332,465",Generation X,5.123,0.92053,0.74836,0.20107,0.02617,2.025
4,Serbia,Central and Eastern Europe,2015,female,75+ years,351830,21.89,14.56,7.33,"37,160,332,465",Silent,5.123,0.92053,0.74836,0.20107,0.02617,2.025
5,Serbia,Central and Eastern Europe,2015,male,25-34 years,480793,14.56,10.04,4.520000000000001,"37,160,332,465",Millenials,5.123,0.92053,0.74836,0.20107,0.02617,2.025
6,Serbia,Central and Eastern Europe,2015,female,55-74 years,976577,10.04,6.75,3.289999999999999,"37,160,332,465",Boomers,5.123,0.92053,0.74836,0.20107,0.02617,2.025
7,Serbia,Central and Eastern Europe,2015,male,15-24 years,400082,6.75,6.66,0.08999999999999986,"37,160,332,465",Millenials,5.123,0.92053,0.74836,0.20107,0.02617,2.025
8,Serbia,Central and Eastern Europe,2015,female,35-54 years,975773,6.66,4.55,2.1100000000000003,"37,160,332,465",Generation X,5.123,0.92053,0.74836,0.20107,0.02617,2.025
9,Serbia,Central and Eastern Europe,2015,female,25-34 years,461733,4.55,1.85,2.6999999999999997,"37,160,332,465",Millenials,5.123,0.92053,0.74836,0.20107,0.02617,2.025
10,Serbia,Central and Eastern Europe,2015,female,15-24 years,378130,1.85,0.56,1.29,"37,160,332,465",Millenials,5.123,0.92053,0.74836,0.20107,0.02617,2.025
11,Serbia,Central and Eastern Europe,2015,male,5-14 years,356525,0.56,0.3,0.26000000000000006,"37,160,332,465",Generation Z,5.123,0.92053,0.74836,0.20107,0.02617,2.025
12,Serbia,Central and Eastern Europe,2015,female,5-14 years,336506,0.3,0,0.3,"37,160,332,465",Generation Z,5.123,0.92053,0.74836,0.20107,0.02617,2.025
1,Singapore,Southeastern Asia,2015,male,75+ years,71060,21.11,18.07,3.039999999999999,"304,097,759,674",Silent,6.798,1.52186,1.02525,0.54252,0.4921,1.88501
2,Singapore,Southeastern Asia,2015,male,55-74 years,403996,18.07,13.03,5.040000000000001,"304,097,759,674",Boomers,6.798,1.52186,1.02525,0.54252,0.4921,1.88501
3,Singapore,Southeastern Asia,2015,male,35-54 years,606327,13.03,12.55,0.47999999999999865,"304,097,759,674",Generation X,6.798,1.52186,1.02525,0.54252,0.4921,1.88501
4,Singapore,Southeastern Asia,2015,female,75+ years,103599,12.55,11.1,1.450000000000001,"304,097,759,674",Silent,6.798,1.52186,1.02525,0.54252,0.4921,1.88501
5,Singapore,Southeastern Asia,2015,male,25-34 years,270351,11.1,7.37,3.7299999999999995,"304,097,759,674",Millenials,6.798,1.52186,1.02525,0.54252,0.4921,1.88501
6,Singapore,Southeastern Asia,2015,male,15-24 years,257780,7.37,6.72,0.6500000000000004,"304,097,759,674",Millenials,6.798,1.52186,1.02525,0.54252,0.4921,1.88501
7,Singapore,Southeastern Asia,2015,female,55-74 years,416616,6.72,6.18,0.54,"304,097,759,674",Boomers,6.798,1.52186,1.02525,0.54252,0.4921,1.88501
8,Singapore,Southeastern Asia,2015,female,25-34 years,291298,6.18,6.02,0.16000000000000014,"304,097,759,674",Millenials,6.798,1.52186,1.02525,0.54252,0.4921,1.88501
9,Singapore,Southeastern Asia,2015,female,15-24 years,249249,6.02,5.71,0.3099999999999996,"304,097,759,674",Millenials,6.798,1.52186,1.02525,0.54252,0.4921,1.88501
10,Singapore,Southeastern Asia,2015,female,35-54 years,629999,5.71,0.94,4.77,"304,097,759,674",Generation X,6.798,1.52186,1.02525,0.54252,0.4921,1.88501
11,Singapore,Southeastern Asia,2015,male,5-14 years,213262,0.94,0.49,0.44999999999999996,"304,097,759,674",Generation Z,6.798,1.52186,1.02525,0.54252,0.4921,1.88501
12,Singapore,Southeastern Asia,2015,female,5-14 years,205578,0.49,0,0.49,"304,097,759,674",Generation Z,6.798,1.52186,1.02525,0.54252,0.4921,1.88501
